filepath,prediction,label
nopathgiven,9,9,0.22345538437366486
nopathgiven,1,1,0.231536403298378
nopathgiven,2,2,0.23753882944583893
nopathgiven,6,6,0.2545278072357178
nopathgiven,1,9,0.23555909097194672
nopathgiven,5,3,0.2245834916830063
nopathgiven,4,4,0.32678747177124023
nopathgiven,6,6,0.22253504395484924
nopathgiven,0,0,0.2208319902420044
nopathgiven,0,0,0.2234554886817932
nopathgiven,6,6,0.2627357542514801
nopathgiven,6,6,0.2985038161277771
nopathgiven,6,6,0.2336125373840332
nopathgiven,5,3,0.22796055674552917
nopathgiven,2,2,0.22434206306934357
nopathgiven,6,6,0.2234555184841156
nopathgiven,1,1,0.24355222284793854
nopathgiven,9,8,0.25933122634887695
nopathgiven,2,2,0.2581472098827362
nopathgiven,1,1,0.22345392405986786
nopathgiven,4,6,0.3140789866447449
nopathgiven,8,8,0.2569737732410431
nopathgiven,6,6,0.23158447444438934
nopathgiven,0,8,0.277128666639328
nopathgiven,0,0,0.22613701224327087
nopathgiven,3,4,0.24904941022396088
nopathgiven,0,0,0.23654484748840332
nopathgiven,7,7,0.22155699133872986
nopathgiven,7,7,0.23753879964351654
nopathgiven,5,5,0.22888332605361938
nopathgiven,5,5,0.2692106366157532
nopathgiven,3,3,0.2546587288379669
nopathgiven,5,5,0.22166237235069275
nopathgiven,6,2,0.22144775092601776
nopathgiven,3,3,0.27443787455558777
nopathgiven,3,4,0.22330127656459808
nopathgiven,1,1,0.22523583471775055
nopathgiven,7,7,0.2899191677570343
nopathgiven,5,5,0.22257429361343384
nopathgiven,4,4,0.28126469254493713
nopathgiven,6,6,0.231697678565979
nopathgiven,1,1,0.23169748485088348
nopathgiven,9,9,0.21933872997760773
nopathgiven,6,3,0.25015148520469666
nopathgiven,6,6,0.2528474032878876
nopathgiven,6,6,0.22345395386219025
nopathgiven,9,9,0.2217026799917221
nopathgiven,3,3,0.23555923998355865
nopathgiven,8,8,0.25230276584625244
nopathgiven,0,0,0.2316976934671402
nopathgiven,7,7,0.22166670858860016
nopathgiven,4,2,0.24795721471309662
nopathgiven,6,6,0.22170279920101166
nopathgiven,0,2,0.25933143496513367
nopathgiven,5,5,0.24368204176425934
nopathgiven,8,8,0.2770816385746002
nopathgiven,5,5,0.2398061603307724
nopathgiven,4,4,0.22257432341575623
nopathgiven,6,6,0.2447369247674942
nopathgiven,8,8,0.22147919237613678
nopathgiven,9,9,0.22162780165672302
nopathgiven,9,9,0.2217026650905609
nopathgiven,1,1,0.227960467338562
nopathgiven,0,0,0.22166380286216736
nopathgiven,2,2,0.2210773378610611
nopathgiven,3,2,0.23654498159885406
nopathgiven,7,7,0.2216208428144455
nopathgiven,2,3,0.23075203597545624
nopathgiven,7,2,0.23955178260803223
nopathgiven,8,8,0.2279604971408844
nopathgiven,0,0,0.23075170814990997
nopathgiven,9,9,0.27568677067756653
nopathgiven,5,5,0.23555929958820343
nopathgiven,8,8,0.22257573902606964
nopathgiven,1,1,0.22170276939868927
nopathgiven,9,9,0.22129574418067932
nopathgiven,4,4,0.2198742926120758
nopathgiven,1,1,0.221583291888237
nopathgiven,3,3,0.22689567506313324
nopathgiven,0,8,0.22170276939868927
nopathgiven,1,1,0.22345536947250366
nopathgiven,4,4,0.22523605823516846
nopathgiven,7,7,0.22792348265647888
nopathgiven,9,9,0.22128871083259583
nopathgiven,4,4,0.294449120759964
nopathgiven,2,2,0.22587457299232483
nopathgiven,7,7,0.25697362422943115
nopathgiven,0,0,0.21715013682842255
nopathgiven,7,7,0.25238487124443054
nopathgiven,2,0,0.23555923998355865
nopathgiven,6,6,0.2405710220336914
nopathgiven,6,6,0.2855263352394104
nopathgiven,9,9,0.22115492820739746
nopathgiven,0,0,0.2225743532180786
nopathgiven,9,9,0.239551842212677
nopathgiven,5,2,0.22166521847248077
nopathgiven,0,8,0.19292815029621124
nopathgiven,7,7,0.2252359241247177
nopathgiven,5,2,0.2243420034646988
nopathgiven,2,2,0.23169763386249542
nopathgiven,5,5,0.22170284390449524
nopathgiven,1,1,0.22426624596118927
nopathgiven,2,2,0.22523583471775055
nopathgiven,6,6,0.2260972410440445
nopathgiven,7,2,0.22140398621559143
nopathgiven,9,9,0.22158746421337128
nopathgiven,6,6,0.23361247777938843
nopathgiven,2,2,0.267934650182724
nopathgiven,7,3,0.2217027246952057
nopathgiven,0,0,0.23854093253612518
nopathgiven,9,3,0.21607841551303864
nopathgiven,9,9,0.2205151468515396
nopathgiven,1,8,0.23939260840415955
nopathgiven,7,7,0.2203986495733261
nopathgiven,8,8,0.22888359427452087
nopathgiven,8,8,0.23457735776901245
nopathgiven,4,4,0.31234338879585266
nopathgiven,0,0,0.22257287800312042
nopathgiven,1,1,0.2546585202217102
nopathgiven,8,8,0.2216307669878006
nopathgiven,2,2,0.24368204176425934
nopathgiven,7,7,0.2288835495710373
nopathgiven,9,9,0.2217029184103012
nopathgiven,5,3,0.24368204176425934
nopathgiven,6,6,0.22523601353168488
nopathgiven,1,1,0.22056159377098083
nopathgiven,9,9,0.22137218713760376
nopathgiven,0,0,0.2365448772907257
nopathgiven,7,7,0.21654430031776428
nopathgiven,5,3,0.22796057164669037
nopathgiven,7,7,0.22170281410217285
nopathgiven,4,4,0.2798648774623871
nopathgiven,3,5,0.2215556502342224
nopathgiven,8,0,0.23265117406845093
nopathgiven,0,0,0.22152206301689148
nopathgiven,2,2,0.2385411411523819
nopathgiven,9,9,0.22093531489372253
nopathgiven,5,3,0.2234553098678589
nopathgiven,4,4,0.23555929958820343
nopathgiven,0,0,0.2225741744041443
nopathgiven,6,6,0.21327155828475952
nopathgiven,2,2,0.22434213757514954
nopathgiven,5,5,0.22151823341846466
nopathgiven,3,3,0.22613701224327087
nopathgiven,7,7,0.24057094752788544
nopathgiven,7,3,0.23056405782699585
nopathgiven,7,7,0.22981379926204681
nopathgiven,2,2,0.24263614416122437
nopathgiven,5,5,0.2225741297006607
nopathgiven,3,3,0.2298136204481125
nopathgiven,9,1,0.22485895454883575
nopathgiven,1,1,0.22162647545337677
nopathgiven,4,4,0.38198792934417725
nopathgiven,9,9,0.22613686323165894
nopathgiven,9,9,0.22162781655788422
nopathgiven,5,5,0.22170281410217285
nopathgiven,7,7,0.22159172594547272
nopathgiven,5,5,0.27987250685691833
nopathgiven,0,0,0.22434085607528687
nopathgiven,2,2,0.2405712902545929
nopathgiven,0,2,0.27849385142326355
nopathgiven,2,2,0.2686450183391571
nopathgiven,9,9,0.2212274968624115
nopathgiven,7,7,0.22345538437366486
nopathgiven,3,3,0.2270451784133911
nopathgiven,9,9,0.2415599226951599
nopathgiven,2,4,0.22155149281024933
nopathgiven,6,3,0.2558108866214752
nopathgiven,5,5,0.22434209287166595
nopathgiven,6,4,0.2650977671146393
nopathgiven,8,6,0.25126326084136963
nopathgiven,5,5,0.22159305214881897
nopathgiven,6,6,0.2468743473291397
nopathgiven,1,1,0.22159309685230255
nopathgiven,5,4,0.2261369824409485
nopathgiven,3,3,0.2234554886817932
nopathgiven,4,4,0.239551842212677
nopathgiven,4,4,0.22162914276123047
nopathgiven,3,3,0.2217029333114624
nopathgiven,7,7,0.22126369178295135
nopathgiven,8,8,0.23265115916728973
nopathgiven,4,3,0.24687421321868896
nopathgiven,7,7,0.22125260531902313
nopathgiven,8,8,0.22341197729110718
nopathgiven,0,0,0.2744380235671997
nopathgiven,5,5,0.22050271928310394
nopathgiven,7,7,0.2692105770111084
nopathgiven,6,6,0.25126326084136963
nopathgiven,1,0,0.22163057327270508
nopathgiven,5,5,0.2629498243331909
nopathgiven,4,4,0.2523849606513977
nopathgiven,8,8,0.22345547378063202
nopathgiven,6,6,0.2581470310688019
nopathgiven,8,8,0.2884400486946106
nopathgiven,5,5,0.22257570922374725
nopathgiven,5,5,0.22257573902606964
nopathgiven,9,9,0.2798723876476288
nopathgiven,9,9,0.22165974974632263
nopathgiven,9,9,0.22090047597885132
nopathgiven,5,5,0.22888360917568207
nopathgiven,0,0,0.2629071772098541
nopathgiven,1,1,0.22434210777282715
nopathgiven,0,0,0.25213345885276794
nopathgiven,8,8,0.22345544397830963
nopathgiven,1,1,0.22704488039016724
nopathgiven,1,1,0.22613686323165894
nopathgiven,8,8,0.22150976955890656
nopathgiven,0,0,0.2252330183982849
nopathgiven,2,2,0.22166399657726288
nopathgiven,2,2,0.2825331389904022
nopathgiven,0,0,0.2375388741493225
nopathgiven,6,4,0.22257567942142487
nopathgiven,6,6,0.24473698437213898
nopathgiven,5,5,0.22162917256355286
nopathgiven,4,4,0.23955169320106506
nopathgiven,9,9,0.22169585525989532
nopathgiven,4,4,0.2217014580965042
nopathgiven,7,7,0.2593311667442322
nopathgiven,9,9,0.22253510355949402
nopathgiven,9,9,0.19736714661121368
nopathgiven,4,4,0.355560839176178
nopathgiven,5,5,0.2243422567844391
nopathgiven,6,6,0.2629498243331909
nopathgiven,6,6,0.2279604822397232
nopathgiven,1,1,0.22792354226112366
nopathgiven,5,5,0.24263614416122437
nopathgiven,3,3,0.22125251591205597
nopathgiven,8,8,0.22162501513957977
nopathgiven,9,9,0.21842795610427856
nopathgiven,7,5,0.23450231552124023
nopathgiven,8,8,0.22304515540599823
nopathgiven,5,5,0.22155848145484924
nopathgiven,7,7,0.22682330012321472
nopathgiven,0,0,0.24687446653842926
nopathgiven,7,7,0.22130407392978668
nopathgiven,0,0,0.22613701224327087
nopathgiven,6,5,0.23854106664657593
nopathgiven,4,0,0.2826712429523468
nopathgiven,0,0,0.22155852615833282
nopathgiven,4,4,0.2261369228363037
nopathgiven,6,6,0.2944486737251282
nopathgiven,9,9,0.22166529297828674
nopathgiven,0,0,0.2195206731557846
nopathgiven,1,9,0.2580628991127014
nopathgiven,5,5,0.22795777022838593
nopathgiven,6,6,0.2928240895271301
nopathgiven,6,6,0.2581470012664795
nopathgiven,6,6,0.22981390357017517
nopathgiven,2,2,0.24056971073150635
nopathgiven,9,9,0.2214430272579193
nopathgiven,0,0,0.221116304397583
nopathgiven,1,1,0.22155563533306122
nopathgiven,7,7,0.2345818430185318
nopathgiven,6,6,0.22125226259231567
nopathgiven,7,7,0.22704513370990753
nopathgiven,5,5,0.24795719981193542
nopathgiven,9,9,0.22221024334430695
nopathgiven,1,1,0.22152239084243774
nopathgiven,6,6,0.2297345995903015
nopathgiven,6,2,0.23951125144958496
nopathgiven,5,5,0.23264963924884796
nopathgiven,5,5,0.23361246287822723
nopathgiven,3,5,0.28991904854774475
nopathgiven,8,8,0.22613690793514252
nopathgiven,3,5,0.22523599863052368
nopathgiven,9,9,0.24575769901275635
nopathgiven,4,4,0.2243422567844391
nopathgiven,6,6,0.2617325484752655
nopathgiven,4,4,0.22160227596759796
nopathgiven,3,3,0.221156507730484
nopathgiven,2,2,0.3230528235435486
nopathgiven,0,0,0.22159184515476227
nopathgiven,7,7,0.3106273412704468
nopathgiven,6,6,0.2345818132162094
nopathgiven,4,2,0.2869757413864136
nopathgiven,6,2,0.2479570358991623
nopathgiven,5,3,0.2199363112449646
nopathgiven,9,9,0.22170144319534302
nopathgiven,3,7,0.2479570358991623
nopathgiven,9,9,0.22326353192329407
nopathgiven,2,2,0.22163070738315582
nopathgiven,6,6,0.3072511851787567
nopathgiven,7,7,0.22104531526565552
nopathgiven,1,1,0.22433923184871674
nopathgiven,3,3,0.2479570060968399
nopathgiven,6,6,0.21628813445568085
nopathgiven,6,6,0.2731122076511383
nopathgiven,8,8,0.22704505920410156
nopathgiven,8,9,0.22981387376785278
nopathgiven,7,7,0.2224656194448471
nopathgiven,5,5,0.22345541417598724
nopathgiven,4,4,0.2717989981174469
nopathgiven,0,0,0.2252359837293625
nopathgiven,8,8,0.22434218227863312
nopathgiven,4,4,0.240571066737175
nopathgiven,0,0,0.2490493357181549
nopathgiven,9,9,0.2288835495710373
nopathgiven,6,3,0.25693032145500183
nopathgiven,4,4,0.23654493689537048
nopathgiven,8,8,0.2279191017150879
nopathgiven,9,9,0.23749849200248718
nopathgiven,6,6,0.2717990279197693
nopathgiven,9,9,0.2214791178703308
nopathgiven,2,2,0.24580104649066925
nopathgiven,6,6,0.2899191379547119
nopathgiven,1,1,0.22151395678520203
nopathgiven,4,4,0.22166657447814941
nopathgiven,7,7,0.2593314051628113
nopathgiven,3,3,0.22159460186958313
nopathgiven,5,5,0.22253932058811188
nopathgiven,3,3,0.22981394827365875
nopathgiven,8,8,0.22336991131305695
nopathgiven,5,5,0.22151540219783783
nopathgiven,0,0,0.22166675329208374
nopathgiven,2,2,0.23169775307178497
nopathgiven,1,1,0.22257566452026367
nopathgiven,6,6,0.27587637305259705
nopathgiven,4,4,0.22257572412490845
nopathgiven,3,3,0.23361237347126007
nopathgiven,3,3,0.24159900844097137
nopathgiven,9,9,0.22083613276481628
nopathgiven,6,6,0.25465843081474304
nopathgiven,9,9,0.21677714586257935
nopathgiven,8,8,0.22969141602516174
nopathgiven,8,8,0.2270451933145523
nopathgiven,5,5,0.2991226613521576
nopathgiven,8,8,0.2394736409187317
nopathgiven,6,6,0.22027547657489777
nopathgiven,6,6,0.22700810432434082
nopathgiven,2,2,0.22156508266925812
nopathgiven,1,1,0.219308003783226
nopathgiven,7,7,0.22337988018989563
nopathgiven,7,7,0.22981387376785278
nopathgiven,1,1,0.2217027246952057
nopathgiven,2,2,0.233612522482872
nopathgiven,7,7,0.22888340055942535
nopathgiven,9,9,0.22133463621139526
nopathgiven,9,9,0.22170281410217285
nopathgiven,6,4,0.28126469254493713
nopathgiven,4,4,0.22162914276123047
nopathgiven,1,1,0.2335304468870163
nopathgiven,8,2,0.3023220896720886
nopathgiven,3,5,0.30893006920814514
nopathgiven,6,6,0.22888325154781342
nopathgiven,8,8,0.2234555184841156
nopathgiven,7,7,0.23753869533538818
nopathgiven,6,6,0.2581472098827362
nopathgiven,8,8,0.21788422763347626
nopathgiven,3,3,0.22796067595481873
nopathgiven,8,0,0.2206856906414032
nopathgiven,5,5,0.22112996876239777
nopathgiven,3,5,0.2757764756679535
nopathgiven,6,3,0.25126293301582336
nopathgiven,0,0,0.22145959734916687
nopathgiven,7,7,0.2234552949666977
nopathgiven,9,9,0.24904948472976685
nopathgiven,1,1,0.22041936218738556
nopathgiven,3,3,0.24368181824684143
nopathgiven,2,4,0.27311232686042786
nopathgiven,4,4,0.2261369526386261
nopathgiven,5,5,0.22170275449752808
nopathgiven,3,3,0.2355591505765915
nopathgiven,9,9,0.22144857048988342
nopathgiven,3,5,0.23265108466148376
nopathgiven,6,6,0.23654477298259735
nopathgiven,9,9,0.2185657024383545
nopathgiven,4,2,0.2288820445537567
nopathgiven,1,1,0.22162926197052002
nopathgiven,1,1,0.2215082198381424
nopathgiven,4,4,0.2717990577220917
nopathgiven,1,1,0.22166645526885986
nopathgiven,9,9,0.22257418930530548
nopathgiven,7,4,0.24904948472976685
nopathgiven,7,7,0.2217000275850296
nopathgiven,6,6,0.2617323696613312
nopathgiven,3,3,0.22169700264930725
nopathgiven,8,8,0.24580101668834686
nopathgiven,9,9,0.22345535457134247
nopathgiven,0,0,0.24263626337051392
nopathgiven,1,1,0.221363827586174
nopathgiven,5,3,0.22888341546058655
nopathgiven,6,6,0.24779413640499115
nopathgiven,7,3,0.21921582520008087
nopathgiven,8,6,0.2215571105480194
nopathgiven,3,3,0.22704508900642395
nopathgiven,3,2,0.2426358163356781
nopathgiven,0,0,0.22791917622089386
nopathgiven,4,3,0.24473686516284943
nopathgiven,9,1,0.22257418930530548
nopathgiven,0,0,0.21003630757331848
nopathgiven,5,5,0.22099919617176056
nopathgiven,1,9,0.22104664146900177
nopathgiven,6,6,0.2704966962337494
nopathgiven,7,4,0.21512575447559357
nopathgiven,0,8,0.22155557572841644
nopathgiven,9,9,0.21917729079723358
nopathgiven,2,6,0.2692106366157532
nopathgiven,9,9,0.2884395718574524
nopathgiven,3,6,0.23146972060203552
nopathgiven,6,3,0.34056758880615234
nopathgiven,6,0,0.23854109644889832
nopathgiven,3,3,0.24263615906238556
nopathgiven,2,2,0.2298138439655304
nopathgiven,2,2,0.21955154836177826
nopathgiven,7,7,0.22099517285823822
nopathgiven,8,8,0.25126317143440247
nopathgiven,4,3,0.2375386357307434
nopathgiven,8,8,0.23075199127197266
nopathgiven,2,2,0.22345532476902008
nopathgiven,7,7,0.22166676819324493
nopathgiven,5,5,0.23361247777938843
