filepath,prediction,label
nopathgiven,17,17,0.0
nopathgiven,57,57,0.0
nopathgiven,59,59,0.0
nopathgiven,25,25,0.0
nopathgiven,20,20,0.0
nopathgiven,27,27,0.0
nopathgiven,0,0,0.0
nopathgiven,9,9,0.0
nopathgiven,71,71,0.0
nopathgiven,8,8,0.0
nopathgiven,43,43,0.0
nopathgiven,83,57,0.0
nopathgiven,56,56,0.0
nopathgiven,85,85,0.0
nopathgiven,2,10,0.0
nopathgiven,19,19,0.0
nopathgiven,92,92,0.0
nopathgiven,33,33,0.0
nopathgiven,20,20,0.0
nopathgiven,3,21,0.0
nopathgiven,64,50,0.0
nopathgiven,70,70,0.0
nopathgiven,35,46,0.0
nopathgiven,98,11,0.0
nopathgiven,16,16,0.0
nopathgiven,1,1,0.0
nopathgiven,74,74,0.0
nopathgiven,3,33,0.0
nopathgiven,91,91,0.0
nopathgiven,60,60,0.0
nopathgiven,64,64,0.0
nopathgiven,52,52,0.0
nopathgiven,23,23,0.0
nopathgiven,4,4,0.0
nopathgiven,11,11,0.0
nopathgiven,52,52,0.0
nopathgiven,37,37,0.0
nopathgiven,24,24,0.0
nopathgiven,95,95,0.0
nopathgiven,29,25,0.0
nopathgiven,39,39,0.0
nopathgiven,51,51,0.0
nopathgiven,13,58,0.0
nopathgiven,41,58,0.0
nopathgiven,77,77,0.0
nopathgiven,18,18,0.0
nopathgiven,60,59,0.0
nopathgiven,45,45,0.0
nopathgiven,66,66,0.0
nopathgiven,58,58,0.0
nopathgiven,20,20,0.0
nopathgiven,79,24,0.0
nopathgiven,80,4,0.0
nopathgiven,36,36,0.0
nopathgiven,8,8,0.0
nopathgiven,86,87,0.0
nopathgiven,10,10,0.0
nopathgiven,38,30,0.0
nopathgiven,47,47,0.0
nopathgiven,54,54,0.0
nopathgiven,99,99,0.0
nopathgiven,51,51,0.0
nopathgiven,0,83,0.0
nopathgiven,9,9,0.0
nopathgiven,84,37,0.0
nopathgiven,4,4,0.0
nopathgiven,83,83,0.0
nopathgiven,95,95,0.0
nopathgiven,0,83,0.0
nopathgiven,74,32,0.0
nopathgiven,73,73,0.0
nopathgiven,18,18,0.0
nopathgiven,40,40,0.0
nopathgiven,39,39,0.0
nopathgiven,26,64,0.0
nopathgiven,22,22,0.0
nopathgiven,80,80,0.0
nopathgiven,16,28,0.0
nopathgiven,28,28,0.0
nopathgiven,9,40,0.0
nopathgiven,95,95,0.0
nopathgiven,98,98,0.0
nopathgiven,83,83,0.0
nopathgiven,12,12,0.0
nopathgiven,7,24,0.0
nopathgiven,29,45,0.0
nopathgiven,13,13,0.0
nopathgiven,94,94,0.0
nopathgiven,24,24,0.0
nopathgiven,58,58,0.0
nopathgiven,63,63,0.0
nopathgiven,18,7,0.0
nopathgiven,87,87,0.0
nopathgiven,6,6,0.0
nopathgiven,78,78,0.0
nopathgiven,68,68,0.0
nopathgiven,60,60,0.0
nopathgiven,6,6,0.0
nopathgiven,23,23,0.0
nopathgiven,74,44,0.0
nopathgiven,31,31,0.0
nopathgiven,80,80,0.0
nopathgiven,93,93,0.0
nopathgiven,73,73,0.0
nopathgiven,11,98,0.0
nopathgiven,59,49,0.0
nopathgiven,90,90,0.0
nopathgiven,97,97,0.0
nopathgiven,33,59,0.0
nopathgiven,2,2,0.0
nopathgiven,67,67,0.0
nopathgiven,16,16,0.0
nopathgiven,81,81,0.0
nopathgiven,94,94,0.0
nopathgiven,72,27,0.0
nopathgiven,99,76,0.0
nopathgiven,77,77,0.0
nopathgiven,12,12,0.0
nopathgiven,27,18,0.0
nopathgiven,0,0,0.0
nopathgiven,76,76,0.0
nopathgiven,79,79,0.0
nopathgiven,71,71,0.0
nopathgiven,89,89,0.0
nopathgiven,57,57,0.0
nopathgiven,59,47,0.0
nopathgiven,24,24,0.0
nopathgiven,65,65,0.0
nopathgiven,83,0,0.0
nopathgiven,32,32,0.0
nopathgiven,36,36,0.0
nopathgiven,82,82,0.0
nopathgiven,31,31,0.0
nopathgiven,23,23,0.0
nopathgiven,24,24,0.0
nopathgiven,34,34,0.0
nopathgiven,21,21,0.0
nopathgiven,35,11,0.0
nopathgiven,53,53,0.0
nopathgiven,80,80,0.0
nopathgiven,44,44,0.0
nopathgiven,4,4,0.0
nopathgiven,39,39,0.0
nopathgiven,91,91,0.0
nopathgiven,16,16,0.0
nopathgiven,36,36,0.0
nopathgiven,68,68,0.0
nopathgiven,50,50,0.0
nopathgiven,66,97,0.0
nopathgiven,89,58,0.0
nopathgiven,31,31,0.0
nopathgiven,6,6,0.0
nopathgiven,42,42,0.0
nopathgiven,80,80,0.0
nopathgiven,76,76,0.0
nopathgiven,85,89,0.0
nopathgiven,55,55,0.0
nopathgiven,19,19,0.0
nopathgiven,91,91,0.0
nopathgiven,62,70,0.0
nopathgiven,29,1,0.0
nopathgiven,6,6,0.0
nopathgiven,70,62,0.0
nopathgiven,99,99,0.0
nopathgiven,51,51,0.0
nopathgiven,96,96,0.0
nopathgiven,0,83,0.0
nopathgiven,42,42,0.0
nopathgiven,18,18,0.0
nopathgiven,67,67,0.0
nopathgiven,80,66,0.0
nopathgiven,40,40,0.0
nopathgiven,62,62,0.0
nopathgiven,78,78,0.0
nopathgiven,84,84,0.0
nopathgiven,28,28,0.0
nopathgiven,89,89,0.0
nopathgiven,73,30,0.0
nopathgiven,66,66,0.0
nopathgiven,6,18,0.0
nopathgiven,75,38,0.0
nopathgiven,42,42,0.0
nopathgiven,83,92,0.0
nopathgiven,91,27,0.0
nopathgiven,35,11,0.0
nopathgiven,86,86,0.0
nopathgiven,27,44,0.0
nopathgiven,96,96,0.0
nopathgiven,12,12,0.0
nopathgiven,16,16,0.0
nopathgiven,67,67,0.0
nopathgiven,80,43,0.0
nopathgiven,89,89,0.0
nopathgiven,33,96,0.0
nopathgiven,12,12,0.0
nopathgiven,40,40,0.0
nopathgiven,7,7,0.0
nopathgiven,39,86,0.0
nopathgiven,44,77,0.0
nopathgiven,76,76,0.0
nopathgiven,31,31,0.0
nopathgiven,79,18,0.0
nopathgiven,28,28,0.0
nopathgiven,19,19,0.0
nopathgiven,44,18,0.0
nopathgiven,41,41,0.0
nopathgiven,42,42,0.0
nopathgiven,97,43,0.0
nopathgiven,15,31,0.0
nopathgiven,93,93,0.0
nopathgiven,15,15,0.0
nopathgiven,61,10,0.0
nopathgiven,8,8,0.0
nopathgiven,17,37,0.0
nopathgiven,89,89,0.0
nopathgiven,32,32,0.0
nopathgiven,67,67,0.0
nopathgiven,12,12,0.0
nopathgiven,2,2,0.0
nopathgiven,51,19,0.0
nopathgiven,91,91,0.0
nopathgiven,94,94,0.0
nopathgiven,14,7,0.0
nopathgiven,71,71,0.0
nopathgiven,36,36,0.0
nopathgiven,61,61,0.0
nopathgiven,62,62,0.0
nopathgiven,5,5,0.0
nopathgiven,60,60,0.0
nopathgiven,67,45,0.0
nopathgiven,91,91,0.0
nopathgiven,34,34,0.0
nopathgiven,95,95,0.0
nopathgiven,9,9,0.0
nopathgiven,50,40,0.0
nopathgiven,68,68,0.0
nopathgiven,62,62,0.0
nopathgiven,99,99,0.0
nopathgiven,66,66,0.0
nopathgiven,21,46,0.0
nopathgiven,24,7,0.0
nopathgiven,10,10,0.0
nopathgiven,10,10,0.0
nopathgiven,68,68,0.0
nopathgiven,34,34,0.0
nopathgiven,81,37,0.0
nopathgiven,58,58,0.0
nopathgiven,48,48,0.0
nopathgiven,40,40,0.0
nopathgiven,96,96,0.0
nopathgiven,14,14,0.0
nopathgiven,11,11,0.0
nopathgiven,66,66,0.0
nopathgiven,64,64,0.0
nopathgiven,39,39,0.0
nopathgiven,60,33,0.0
nopathgiven,94,94,0.0
nopathgiven,63,63,0.0
nopathgiven,10,10,0.0
nopathgiven,26,89,0.0
nopathgiven,54,92,0.0
nopathgiven,90,90,0.0
nopathgiven,74,65,0.0
nopathgiven,90,90,0.0
nopathgiven,33,33,0.0
nopathgiven,28,28,0.0
nopathgiven,29,29,0.0
nopathgiven,37,87,0.0
nopathgiven,86,86,0.0
nopathgiven,24,7,0.0
nopathgiven,0,0,0.0
nopathgiven,94,94,0.0
nopathgiven,35,11,0.0
nopathgiven,77,26,0.0
nopathgiven,6,6,0.0
nopathgiven,41,41,0.0
nopathgiven,80,21,0.0
nopathgiven,69,69,0.0
nopathgiven,97,27,0.0
nopathgiven,29,29,0.0
nopathgiven,73,67,0.0
nopathgiven,85,85,0.0
nopathgiven,65,65,0.0
nopathgiven,40,40,0.0
nopathgiven,57,57,0.0
nopathgiven,72,72,0.0
nopathgiven,30,30,0.0
nopathgiven,4,74,0.0
nopathgiven,27,27,0.0
nopathgiven,3,3,0.0
nopathgiven,49,49,0.0
nopathgiven,47,52,0.0
nopathgiven,95,95,0.0
nopathgiven,40,40,0.0
nopathgiven,4,93,0.0
nopathgiven,80,77,0.0
nopathgiven,95,91,0.0
nopathgiven,6,6,0.0
nopathgiven,57,57,0.0
nopathgiven,72,72,0.0
nopathgiven,16,16,0.0
nopathgiven,98,98,0.0
nopathgiven,42,89,0.0
nopathgiven,40,40,0.0
nopathgiven,47,96,0.0
nopathgiven,71,71,0.0
nopathgiven,72,3,0.0
nopathgiven,46,2,0.0
nopathgiven,66,66,0.0
nopathgiven,65,27,0.0
nopathgiven,8,8,0.0
nopathgiven,53,53,0.0
nopathgiven,96,33,0.0
nopathgiven,3,55,0.0
nopathgiven,31,81,0.0
nopathgiven,88,88,0.0
nopathgiven,96,96,0.0
nopathgiven,68,68,0.0
nopathgiven,42,42,0.0
nopathgiven,77,77,0.0
nopathgiven,10,10,0.0
nopathgiven,27,27,0.0
nopathgiven,46,32,0.0
nopathgiven,79,79,0.0
nopathgiven,98,98,0.0
nopathgiven,77,18,0.0
nopathgiven,51,51,0.0
nopathgiven,35,2,0.0
nopathgiven,19,19,0.0
nopathgiven,31,31,0.0
nopathgiven,67,67,0.0
nopathgiven,36,36,0.0
nopathgiven,10,10,0.0
nopathgiven,16,16,0.0
nopathgiven,5,5,0.0
nopathgiven,81,81,0.0
nopathgiven,85,85,0.0
nopathgiven,79,26,0.0
nopathgiven,85,85,0.0
nopathgiven,65,65,0.0
nopathgiven,22,22,0.0
nopathgiven,55,55,0.0
nopathgiven,58,85,0.0
nopathgiven,22,22,0.0
nopathgiven,86,22,0.0
nopathgiven,10,10,0.0
nopathgiven,18,18,0.0
nopathgiven,2,98,0.0
nopathgiven,9,9,0.0
nopathgiven,26,26,0.0
nopathgiven,44,27,0.0
nopathgiven,7,7,0.0
nopathgiven,25,5,0.0
nopathgiven,58,58,0.0
nopathgiven,87,87,0.0
nopathgiven,76,76,0.0
nopathgiven,2,2,0.0
nopathgiven,62,54,0.0
nopathgiven,72,38,0.0
nopathgiven,59,33,0.0
nopathgiven,17,17,0.0
nopathgiven,6,6,0.0
nopathgiven,0,0,0.0
nopathgiven,79,79,0.0
nopathgiven,97,97,0.0
nopathgiven,79,14,0.0
nopathgiven,14,14,0.0
nopathgiven,63,73,0.0
nopathgiven,79,79,0.0
nopathgiven,85,8,0.0
nopathgiven,42,42,0.0
nopathgiven,3,4,0.0
nopathgiven,25,25,0.0
nopathgiven,37,37,0.0
nopathgiven,75,75,0.0
nopathgiven,74,74,0.0
nopathgiven,75,41,0.0
nopathgiven,0,0,0.0
nopathgiven,44,99,0.0
nopathgiven,79,79,0.0
nopathgiven,87,87,0.0
nopathgiven,67,67,0.0
nopathgiven,55,72,0.0
nopathgiven,42,38,0.0
nopathgiven,25,25,0.0
nopathgiven,49,49,0.0
nopathgiven,3,3,0.0
nopathgiven,74,74,0.0
nopathgiven,91,69,0.0
nopathgiven,3,36,0.0
nopathgiven,77,77,0.0
nopathgiven,89,89,0.0
nopathgiven,71,71,0.0
nopathgiven,31,31,0.0
nopathgiven,99,50,0.0
nopathgiven,90,90,0.0
nopathgiven,11,11,0.0
nopathgiven,2,2,0.0
nopathgiven,41,41,0.0
nopathgiven,63,38,0.0
nopathgiven,58,58,0.0
nopathgiven,47,47,0.0
nopathgiven,93,93,0.0
nopathgiven,68,68,0.0
nopathgiven,11,11,0.0
nopathgiven,98,35,0.0
nopathgiven,72,67,0.0
nopathgiven,54,54,0.0
nopathgiven,53,53,0.0
nopathgiven,73,30,0.0
nopathgiven,36,36,0.0
nopathgiven,45,83,0.0
nopathgiven,54,54,0.0
nopathgiven,64,64,0.0
nopathgiven,46,46,0.0
nopathgiven,26,45,0.0
nopathgiven,98,98,0.0
nopathgiven,62,62,0.0
nopathgiven,46,46,0.0
nopathgiven,95,95,0.0
nopathgiven,42,88,0.0
nopathgiven,37,37,0.0
nopathgiven,44,18,0.0
nopathgiven,7,29,0.0
nopathgiven,63,63,0.0
nopathgiven,8,8,0.0
nopathgiven,94,33,0.0
nopathgiven,98,35,0.0
nopathgiven,14,6,0.0
nopathgiven,76,76,0.0
nopathgiven,19,19,0.0
nopathgiven,99,99,0.0
nopathgiven,70,53,0.0
nopathgiven,15,15,0.0
nopathgiven,54,57,0.0
nopathgiven,2,2,0.0
nopathgiven,27,27,0.0
nopathgiven,27,27,0.0
nopathgiven,32,93,0.0
nopathgiven,37,81,0.0
nopathgiven,54,54,0.0
nopathgiven,71,71,0.0
nopathgiven,26,26,0.0
nopathgiven,96,25,0.0
nopathgiven,35,35,0.0
nopathgiven,95,30,0.0
nopathgiven,72,72,0.0
nopathgiven,78,8,0.0
nopathgiven,42,42,0.0
nopathgiven,62,62,0.0
nopathgiven,56,56,0.0
nopathgiven,80,78,0.0
nopathgiven,47,47,0.0
nopathgiven,27,73,0.0
nopathgiven,43,43,0.0
nopathgiven,20,20,0.0
nopathgiven,54,83,0.0
nopathgiven,3,63,0.0
nopathgiven,49,49,0.0
nopathgiven,10,28,0.0
nopathgiven,45,26,0.0
nopathgiven,45,45,0.0
nopathgiven,64,36,0.0
nopathgiven,36,36,0.0
nopathgiven,68,68,0.0
nopathgiven,1,1,0.0
nopathgiven,2,2,0.0
nopathgiven,26,99,0.0
nopathgiven,17,9,0.0
nopathgiven,64,65,0.0
nopathgiven,38,38,0.0
nopathgiven,58,58,0.0
nopathgiven,96,96,0.0
nopathgiven,80,38,0.0
nopathgiven,87,87,0.0
nopathgiven,82,82,0.0
nopathgiven,22,22,0.0
nopathgiven,0,83,0.0
nopathgiven,41,41,0.0
nopathgiven,54,7,0.0
nopathgiven,89,12,0.0
nopathgiven,10,10,0.0
nopathgiven,11,35,0.0
nopathgiven,44,44,0.0
nopathgiven,81,81,0.0
nopathgiven,91,91,0.0
nopathgiven,56,56,0.0
nopathgiven,9,9,0.0
nopathgiven,7,24,0.0
nopathgiven,88,3,0.0
nopathgiven,30,30,0.0
nopathgiven,1,1,0.0
nopathgiven,39,39,0.0
nopathgiven,35,98,0.0
nopathgiven,30,72,0.0
nopathgiven,83,83,0.0
nopathgiven,46,80,0.0
nopathgiven,43,43,0.0
nopathgiven,84,84,0.0
nopathgiven,66,66,0.0
nopathgiven,4,4,0.0
nopathgiven,64,64,0.0
nopathgiven,77,77,0.0
nopathgiven,98,98,0.0
nopathgiven,82,82,0.0
nopathgiven,81,81,0.0
nopathgiven,20,20,0.0
nopathgiven,0,0,0.0
nopathgiven,48,48,0.0
nopathgiven,11,46,0.0
nopathgiven,83,33,0.0
nopathgiven,22,22,0.0
nopathgiven,13,13,0.0
nopathgiven,17,17,0.0
nopathgiven,39,39,0.0
nopathgiven,76,76,0.0
nopathgiven,0,0,0.0
nopathgiven,17,17,0.0
nopathgiven,64,64,0.0
nopathgiven,48,48,0.0
nopathgiven,29,90,0.0
nopathgiven,93,93,0.0
nopathgiven,82,82,0.0
nopathgiven,75,75,0.0
nopathgiven,96,96,0.0
nopathgiven,97,97,0.0
nopathgiven,3,3,0.0
nopathgiven,1,83,0.0
nopathgiven,60,60,0.0
nopathgiven,61,61,0.0
nopathgiven,32,32,0.0
nopathgiven,26,26,0.0
nopathgiven,44,84,0.0
nopathgiven,89,41,0.0
nopathgiven,12,12,0.0
nopathgiven,85,85,0.0
nopathgiven,95,12,0.0
nopathgiven,8,8,0.0
nopathgiven,82,82,0.0
nopathgiven,66,72,0.0
nopathgiven,94,94,0.0
nopathgiven,72,7,0.0
nopathgiven,22,22,0.0
nopathgiven,15,15,0.0
nopathgiven,66,66,0.0
nopathgiven,89,89,0.0
nopathgiven,85,97,0.0
nopathgiven,19,19,0.0
nopathgiven,0,0,0.0
nopathgiven,15,19,0.0
nopathgiven,5,5,0.0
nopathgiven,56,56,0.0
nopathgiven,36,36,0.0
nopathgiven,45,45,0.0
nopathgiven,1,1,0.0
nopathgiven,94,94,0.0
nopathgiven,64,66,0.0
nopathgiven,87,86,0.0
nopathgiven,82,82,0.0
nopathgiven,17,17,0.0
nopathgiven,64,64,0.0
nopathgiven,99,99,0.0
nopathgiven,65,34,0.0
nopathgiven,30,30,0.0
nopathgiven,95,73,0.0
nopathgiven,83,83,0.0
nopathgiven,63,6,0.0
nopathgiven,1,1,0.0
nopathgiven,28,28,0.0
nopathgiven,77,77,0.0
nopathgiven,91,91,0.0
nopathgiven,6,74,0.0
nopathgiven,68,68,0.0
nopathgiven,14,14,0.0
nopathgiven,14,14,0.0
nopathgiven,1,1,0.0
nopathgiven,92,92,0.0
nopathgiven,97,97,0.0
nopathgiven,45,45,0.0
nopathgiven,7,7,0.0
nopathgiven,21,21,0.0
nopathgiven,37,37,0.0
nopathgiven,32,32,0.0
nopathgiven,73,73,0.0
nopathgiven,88,88,0.0
nopathgiven,86,86,0.0
nopathgiven,92,92,0.0
nopathgiven,14,14,0.0
nopathgiven,22,86,0.0
nopathgiven,4,74,0.0
nopathgiven,25,25,0.0
nopathgiven,67,93,0.0
nopathgiven,78,78,0.0
nopathgiven,74,77,0.0
nopathgiven,42,88,0.0
nopathgiven,74,42,0.0
nopathgiven,10,10,0.0
nopathgiven,80,65,0.0
nopathgiven,26,26,0.0
nopathgiven,31,31,0.0
nopathgiven,12,85,0.0
nopathgiven,78,78,0.0
nopathgiven,37,29,0.0
nopathgiven,32,32,0.0
nopathgiven,81,81,0.0
nopathgiven,97,97,0.0
nopathgiven,1,1,0.0
nopathgiven,82,82,0.0
nopathgiven,0,0,0.0
nopathgiven,4,21,0.0
nopathgiven,15,15,0.0
nopathgiven,56,56,0.0
nopathgiven,57,57,0.0
nopathgiven,64,97,0.0
nopathgiven,76,76,0.0
nopathgiven,60,60,0.0
nopathgiven,20,87,0.0
nopathgiven,2,46,0.0
nopathgiven,1,1,0.0
nopathgiven,22,61,0.0
nopathgiven,75,75,0.0
nopathgiven,62,62,0.0
nopathgiven,21,21,0.0
nopathgiven,61,61,0.0
nopathgiven,93,78,0.0
nopathgiven,90,90,0.0
nopathgiven,68,68,0.0
nopathgiven,94,94,0.0
nopathgiven,88,88,0.0
nopathgiven,69,95,0.0
nopathgiven,4,3,0.0
nopathgiven,83,83,0.0
nopathgiven,32,32,0.0
nopathgiven,93,93,0.0
nopathgiven,85,77,0.0
nopathgiven,38,38,0.0
nopathgiven,44,63,0.0
nopathgiven,61,61,0.0
nopathgiven,41,41,0.0
nopathgiven,88,88,0.0
nopathgiven,83,83,0.0
nopathgiven,2,35,0.0
nopathgiven,82,82,0.0
nopathgiven,50,50,0.0
nopathgiven,15,15,0.0
nopathgiven,48,48,0.0
nopathgiven,98,25,0.0
nopathgiven,4,4,0.0
nopathgiven,71,71,0.0
nopathgiven,8,8,0.0
nopathgiven,98,98,0.0
nopathgiven,67,67,0.0
nopathgiven,45,7,0.0
nopathgiven,85,85,0.0
nopathgiven,25,25,0.0
nopathgiven,96,96,0.0
nopathgiven,60,60,0.0
nopathgiven,74,55,0.0
nopathgiven,80,80,0.0
nopathgiven,13,13,0.0
nopathgiven,90,90,0.0
nopathgiven,54,54,0.0
nopathgiven,15,15,0.0
nopathgiven,76,76,0.0
nopathgiven,39,39,0.0
nopathgiven,95,95,0.0
nopathgiven,24,24,0.0
nopathgiven,7,7,0.0
nopathgiven,64,64,0.0
nopathgiven,70,70,0.0
nopathgiven,42,88,0.0
nopathgiven,81,81,0.0
nopathgiven,0,0,0.0
nopathgiven,12,12,0.0
nopathgiven,64,64,0.0
nopathgiven,8,31,0.0
nopathgiven,79,79,0.0
nopathgiven,86,86,0.0
nopathgiven,60,60,0.0
nopathgiven,22,22,0.0
nopathgiven,78,38,0.0
nopathgiven,82,82,0.0
nopathgiven,14,14,0.0
nopathgiven,48,48,0.0
nopathgiven,33,33,0.0
nopathgiven,55,55,0.0
nopathgiven,53,53,0.0
nopathgiven,84,40,0.0
nopathgiven,1,1,0.0
nopathgiven,58,58,0.0
nopathgiven,94,94,0.0
nopathgiven,92,70,0.0
nopathgiven,93,29,0.0
nopathgiven,53,86,0.0
nopathgiven,23,23,0.0
nopathgiven,46,46,0.0
nopathgiven,58,58,0.0
nopathgiven,99,99,0.0
nopathgiven,78,78,0.0
nopathgiven,32,10,0.0
nopathgiven,53,53,0.0
nopathgiven,37,37,0.0
nopathgiven,97,97,0.0
nopathgiven,65,65,0.0
nopathgiven,15,15,0.0
nopathgiven,4,77,0.0
nopathgiven,52,52,0.0
nopathgiven,63,63,0.0
nopathgiven,32,32,0.0
nopathgiven,6,6,0.0
nopathgiven,36,36,0.0
nopathgiven,6,6,0.0
nopathgiven,7,7,0.0
nopathgiven,81,36,0.0
nopathgiven,43,74,0.0
nopathgiven,37,13,0.0
nopathgiven,22,22,0.0
nopathgiven,95,32,0.0
nopathgiven,54,54,0.0
nopathgiven,83,62,0.0
nopathgiven,61,84,0.0
nopathgiven,57,57,0.0
nopathgiven,25,25,0.0
nopathgiven,11,11,0.0
nopathgiven,62,62,0.0
nopathgiven,27,85,0.0
nopathgiven,15,31,0.0
nopathgiven,26,26,0.0
nopathgiven,11,16,0.0
nopathgiven,96,96,0.0
nopathgiven,71,71,0.0
nopathgiven,90,90,0.0
nopathgiven,39,39,0.0
nopathgiven,84,20,0.0
nopathgiven,47,47,0.0
nopathgiven,35,35,0.0
nopathgiven,19,19,0.0
nopathgiven,52,52,0.0
nopathgiven,74,66,0.0
nopathgiven,97,32,0.0
nopathgiven,57,53,0.0
nopathgiven,53,53,0.0
nopathgiven,21,21,0.0
nopathgiven,98,98,0.0
nopathgiven,6,6,0.0
nopathgiven,88,88,0.0
nopathgiven,71,71,0.0
nopathgiven,45,45,0.0
nopathgiven,1,98,0.0
nopathgiven,55,55,0.0
nopathgiven,99,99,0.0
nopathgiven,24,24,0.0
nopathgiven,93,93,0.0
nopathgiven,50,67,0.0
nopathgiven,60,33,0.0
nopathgiven,16,16,0.0
nopathgiven,76,33,0.0
nopathgiven,9,9,0.0
nopathgiven,10,10,0.0
nopathgiven,11,46,0.0
nopathgiven,68,68,0.0
nopathgiven,24,24,0.0
nopathgiven,96,96,0.0
nopathgiven,40,22,0.0
nopathgiven,47,40,0.0
nopathgiven,63,63,0.0
nopathgiven,53,53,0.0
nopathgiven,10,10,0.0
nopathgiven,51,14,0.0
nopathgiven,41,41,0.0
nopathgiven,77,77,0.0
nopathgiven,54,54,0.0
nopathgiven,25,84,0.0
nopathgiven,20,20,0.0
nopathgiven,29,29,0.0
nopathgiven,76,76,0.0
nopathgiven,36,36,0.0
nopathgiven,54,1,0.0
nopathgiven,26,26,0.0
nopathgiven,27,99,0.0
nopathgiven,2,2,0.0
nopathgiven,59,96,0.0
nopathgiven,69,69,0.0
nopathgiven,36,36,0.0
nopathgiven,18,18,0.0
nopathgiven,90,90,0.0
nopathgiven,66,66,0.0
nopathgiven,47,52,0.0
nopathgiven,37,37,0.0
nopathgiven,99,99,0.0
nopathgiven,36,97,0.0
nopathgiven,12,12,0.0
nopathgiven,55,55,0.0
nopathgiven,38,15,0.0
nopathgiven,85,85,0.0
nopathgiven,32,15,0.0
nopathgiven,86,16,0.0
nopathgiven,33,33,0.0
nopathgiven,99,99,0.0
nopathgiven,87,80,0.0
nopathgiven,28,28,0.0
nopathgiven,69,69,0.0
nopathgiven,51,51,0.0
nopathgiven,72,72,0.0
nopathgiven,39,39,0.0
nopathgiven,8,8,0.0
nopathgiven,56,56,0.0
nopathgiven,52,59,0.0
nopathgiven,11,15,0.0
nopathgiven,21,21,0.0
nopathgiven,77,77,0.0
nopathgiven,45,45,0.0
nopathgiven,21,21,0.0
nopathgiven,3,80,0.0
nopathgiven,89,89,0.0
nopathgiven,37,37,0.0
nopathgiven,48,48,0.0
nopathgiven,96,47,0.0
nopathgiven,56,56,0.0
nopathgiven,65,65,0.0
nopathgiven,52,96,0.0
nopathgiven,83,14,0.0
nopathgiven,4,52,0.0
nopathgiven,2,2,0.0
nopathgiven,60,60,0.0
